keys:  id  type  x  y  z  vx  vy  vz  fx  fy  fz  nx  ny  nz  area  cell_area  cell_perim  boundary 
    0  2  -8.4865140636e+00  1.8979928290e+01  0.0000000000e+00 1.9579271e-01  5.8572451e-01  0.0000000e+00 1.6420876e-01  5.2554863e-01  0.0000000e+00  -0.933446    0.358719    0.000000        3.141593         3.647916         7.177682  0 
    1  2  2.8206174260e+00  1.0421702410e+01  0.0000000000e+00 1.7704372e-02  -2.1728283e-01  0.0000000e+00 8.4978836e-03  -2.0351373e-01  0.0000000e+00   0.930733    0.365698    0.000000        3.141593         2.903073         6.567227  0 
    2  2  -2.6288352335e+01  7.8003736174e+00  0.0000000000e+00 -1.3836723e-01  -9.8868498e-02  0.0000000e+00 -1.2902248e-01  -8.8933534e-02  0.0000000e+00   0.854714   -0.519099    0.000000        3.141593         2.475987         6.074118  0 
    3  2  -1.3362464472e+01  -4.2115489122e+00  0.0000000000e+00 1.4073766e-01  1.6533871e-02  0.0000000e+00 1.3690955e-01  3.8365228e-03  0.0000000e+00  -0.930101    0.367303    0.000000        3.141593         2.761562         6.447723  0 
    4  2  -3.0154859332e+01  -3.5567999425e+00  0.0000000000e+00 2.4319498e-01  1.6468738e-01  0.0000000e+00 2.0411444e-01  1.4557000e-01  0.0000000e+00  -0.421771    0.906702    0.000000        3.141593         2.986537         6.556157  0 
    5  2  -1.0096445969e+01  1.6616959472e+00  0.0000000000e+00 -7.0872856e-02  4.5150432e-02  0.0000000e+00 -5.7021403e-02  4.9015423e-02  0.0000000e+00  -0.110103   -0.993920    0.000000        3.141593         2.830104         6.589163  0 
    6  2  -1.6824322418e+01  1.3856964195e+00  0.0000000000e+00 2.7073436e-01  -6.3711657e-02  0.0000000e+00 3.0913159e-01  -3.7318587e-03  0.0000000e+00   0.891484   -0.453053    0.000000        3.141593         2.698840         6.355029  0 
    7  2  3.8832244243e+00  -2.0586936892e+01  0.0000000000e+00 -1.1955358e-01  -1.4598707e-01  0.0000000e+00 -1.1800216e-01  -1.4449518e-01  0.0000000e+00   0.293056   -0.956095    0.000000        3.141593         2.564435         6.331367  0 
    8  2  -2.3370579823e-01  -2.4432201780e+01  0.0000000000e+00 6.0034184e-02  -1.1461106e-01  0.0000000e+00 8.9211733e-02  -6.7192059e-02  0.0000000e+00  -0.889026    0.457856    0.000000        3.141593         2.922956         6.915227  0 
    9  2  -1.9067504784e+01  3.9699574710e+00  0.0000000000e+00 -1.6216692e-01  -3.4041521e-02  0.0000000e+00 -9.4801080e-02  -3.1557955e-03  0.0000000e+00   0.413411   -0.910544    0.000000        3.141593         2.634699         6.453603  0 
   10  2  -1.5422020521e+01  -6.8001934493e+00  0.0000000000e+00 9.9323759e-02  9.8906371e-02  0.0000000e+00 1.2802841e-01  6.7484964e-02  0.0000000e+00  -0.722187   -0.691698    0.000000        3.141593         2.367819         6.227917  0 
   11  2  1.6709348727e+01  -4.7648737654e+00  0.0000000000e+00 -6.1164703e-02  1.7477106e-01  0.0000000e+00 -5.1798012e-02  1.6420509e-01  0.0000000e+00   0.903322    0.428963    0.000000        3.141593         2.536418         6.215485  0 
   12  2  -1.5495203458e+01  6.2170352055e+00  0.0000000000e+00 1.2025423e-01  1.2897655e-01  0.0000000e+00 1.0740454e-01  9.4864501e-02  0.0000000e+00   0.992401   -0.123042    0.000000        3.141593         2.630524         6.456883  0 
   13  2  -2.6781391955e+01  -1.1753717257e+01  0.0000000000e+00 -3.4873614e-01  5.8143652e-01  0.0000000e+00 -3.8886118e-01  5.6288571e-01  0.0000000e+00  -0.252029    0.967720    0.000000        3.141593         3.094684         6.852882  0 
   14  2  1.7679678761e+01  -1.7809519950e+00  0.0000000000e+00 -3.0081768e-02  1.1001480e-01  0.0000000e+00 -5.8767511e-02  1.0903560e-01  0.0000000e+00  -0.050261    0.998736    0.000000        3.141593         2.921425         6.650660  0 
   15  2  -6.0390181931e+00  4.4344825772e+00  0.0000000000e+00 1.8306097e-01  9.3024769e-02  0.0000000e+00 1.8867401e-01  8.1406196e-02  0.0000000e+00   0.973523    0.228590    0.000000        3.141593         2.987937         6.661838  0 
   16  2  2.3635950272e+01  2.7902264654e+00  0.0000000000e+00 -4.9628483e-02  1.7760318e-02  0.0000000e+00 -4.4878396e-02  3.4263814e-02  0.0000000e+00   0.869120   -0.494601    0.000000        3.141593         3.437742         7.042454  0 
